Gender,Age,AgeGroup,TotalSpendings,ServiceCost,Profit
male,51,50-54,40180.1,25171.46,15008.64
Female,51,50-54,47144.43,23697.59,23446.84
female,41,40-44,39901.19,25163.69,14737.5
Female,47,45-49,44081.41,26464.14,17617.27
Male,53,50-54,34936.2,34954.03,-17.83
female,43,40-44,62821.75,18858.4,43963.35
Female,44,40-44,60123.09,40254.87,19868.22
female,44,40-44,41929.63,24886.64,17042.99
Female,34,30-34,54630.6,18293.87,36336.73
female,45,45-49,35642.82,31480.49,4162.33
Female,34,30-34,56217.58,49228.11,6989.47
Male,31,30-34,41159.75,23282.74,17877.01
female,49,45-49,62175.76,31030.94,31144.82
female,54,50-54,55109.61,31131.27,23978.34
female,38,35-39,46344.5,45082.73,1261.77
female,51,50-54,45918.03,22491.09,23426.94
Male,38,35-39,51444.86,37490.0,13954.86
female,33,30-34,40760.79,18613.5,22147.29
male,44,40-44,61249.09,31778.57,29470.52
Male,40,40-44,53059.83,35895.01,17164.82
male,30,30-34,59643.63,38031.4,21612.23
female,47,45-49,25503.8,19054.39,6449.41
Female,30,30-34,50160.79,13896.55,36264.24
male,37,35-39,52480.65,28420.42,24060.23
female,54,50-54,49965.4,25441.24,24524.16
male,45,45-49,50225.02,18644.61,31580.41
female,51,50-54,46788.68,19554.97,27233.71
female,47,45-49,72573.68,26175.3,46398.38
female,51,50-54,52432.58,43673.53,8759.05
Female,38,35-39,51224.74,20146.06,31078.68
male,41,40-44,59365.72,37131.98,22233.74
Male,48,45-49,44409.48,18229.88,26179.6
Male,54,50-54,37122.17,23970.9,13151.27
Male,47,45-49,59071.79,17742.3,41329.49
Male,34,30-34,46664.92,47381.75,-716.83
female,31,30-34,63607.24,37651.45,25955.79
male,36,35-39,62980.11,35610.99,27369.12
male,39,35-39,26773.54,35202.68,-8429.14
Female,44,40-44,50723.34,23541.45,27181.89
male,54,50-54,60766.06,30284.71,30481.35
male,36,35-39,32447.41,21637.46,10809.95
male,34,30-34,53660.6,51553.23,2107.37
Female,44,40-44,56578.97,21002.42,35576.55
Male,49,45-49,49452.33,23115.26,26337.07
male,49,45-49,49524.57,42829.09,6695.48
Female,44,40-44,61983.14,29161.91,32821.23
Female,39,35-39,35054.72,34831.61,223.11
female,53,50-54,58311.1,29347.75,28963.35
Female,43,40-44,54592.76,24485.15,30107.61
Male,39,35-39,63017.18,24492.29,38524.89
male,46,45-49,40518.59,36900.83,3617.76
Female,50,50-54,64767.13,31818.97,32948.16
Male,43,40-44,36115.71,39624.09,-3508.38
Female,31,30-34,46696.0,39523.2,7172.8
Female,45,45-49,38368.15,34615.9,3752.25
Female,42,40-44,57247.35,38381.48,18865.87
Female,38,35-39,42380.67,34296.8,8083.87
Female,36,35-39,61347.23,33043.66,28303.57
Male,45,45-49,33118.89,27408.49,5710.4
male,39,35-39,45547.37,16462.82,29084.55
male,53,50-54,67859.68,24923.46,42936.22
male,51,50-54,42392.88,41577.63,815.25
male,38,35-39,60593.4,32306.7,28286.7
Male,51,50-54,56963.09,26784.32,30178.77
female,52,50-54,36925.44,39613.62,-2688.18
female,36,35-39,52113.66,26417.76,25695.9
Male,45,45-49,65286.77,35662.13,29624.64
Male,38,35-39,45900.06,40637.85,5262.21
Female,53,50-54,43100.65,34858.58,8242.07
Female,46,45-49,53284.61,38494.12,14790.49
Female,49,45-49,47852.29,33780.93,14071.36
male,36,35-39,35040.35,14761.9,20278.45
Female,40,40-44,47781.94,40486.49,7295.45
female,37,35-39,45146.89,36419.04,8727.85
male,36,35-39,48659.57,27565.33,21094.24
Female,48,45-49,25966.54,25299.77,666.77
male,49,45-49,53643.26,30988.8,22654.46
female,41,40-44,33660.6,20405.76,13254.84
Female,36,35-39,57466.93,37543.12,19923.81
female,37,35-39,60721.08,28791.77,31929.31
female,36,35-39,30143.92,22806.54,7337.38
female,35,35-39,62950.17,35315.91,27634.26
Female,54,50-54,48831.29,33798.01,15033.28
Male,38,35-39,60769.61,36534.81,24234.8
Female,42,40-44,59311.49,19724.13,39587.36
female,36,35-39,35547.2,35894.3,-347.1
Female,37,35-39,41469.14,44292.32,-2823.18
female,51,50-54,66142.12,29657.15,36484.97
Male,46,45-49,37594.28,29149.15,8445.13
male,46,45-49,53609.24,18877.57,34731.67
Male,45,45-49,42441.08,30656.61,11784.47
Male,51,50-54,40960.16,21814.06,19146.1
male,31,30-34,49813.21,39340.59,10472.62
Female,37,35-39,71913.66,49411.32,22502.34
male,46,45-49,57680.9,49614.02,8066.88
Female,42,40-44,39463.07,23151.58,16311.49
Female,47,45-49,51954.5,24098.49,27856.01
female,53,50-54,31405.89,34841.28,-3435.39
female,51,50-54,27452.83,28160.3,-707.47
male,39,35-39,51691.27,30112.15,21579.12
Male,31,30-34,57149.47,49634.74,7514.73
male,31,30-34,65610.18,21329.74,44280.44
Female,43,40-44,53729.19,32133.33,21595.86
female,45,45-49,50063.93,33045.89,17018.04
male,36,35-39,46611.04,38400.49,8210.55
male,50,50-54,55278.0,23098.97,32179.03
female,50,50-54,37840.63,41867.21,-4026.58
female,53,50-54,43217.22,32099.48,11117.74
female,41,40-44,38182.12,23369.82,14812.3
Female,52,50-54,44758.2,28554.89,16203.31
female,43,40-44,42752.35,38020.23,4732.12
Male,54,50-54,42075.08,46660.94,-4585.86
male,33,30-34,43601.24,27188.95,16412.29
female,33,30-34,52108.07,46928.52,5179.55
female,47,45-49,62689.96,39938.78,22751.18
Female,32,30-34,52882.68,25914.82,26967.86
Female,30,30-34,44267.33,34819.49,9447.84
male,46,45-49,54380.07,36976.57,17403.5
Male,36,35-39,51102.35,28082.46,23019.89
male,45,45-49,51692.69,24844.97,26847.72
female,34,30-34,49768.57,28931.28,20837.29
Male,48,45-49,67257.42,26901.21,40356.21
Male,36,35-39,50987.97,32208.25,18779.72
Male,43,40-44,44386.46,47461.05,-3074.59
Male,31,30-34,42227.98,33669.51,8558.47
male,32,30-34,59014.21,44470.52,14543.69
Female,46,45-49,38135.33,34547.44,3587.89
Female,45,45-49,63569.92,53146.83,10423.09
female,37,35-39,30833.34,23491.45,7341.89
Female,47,45-49,62262.83,13474.44,48788.39
Female,44,40-44,57972.31,32185.52,25786.79
Female,36,35-39,45604.35,33194.61,12409.74
Female,38,35-39,42497.99,42609.68,-111.69
female,35,35-39,62321.49,45235.68,17085.81
male,47,45-49,67994.83,17527.11,50467.72
Male,47,45-49,43864.0,28622.2,15241.8
Female,54,50-54,55804.37,31112.16,24692.21
male,53,50-54,59794.97,20770.98,39023.99
Female,43,40-44,56029.36,28880.98,27148.38
Female,43,40-44,50543.13,38726.88,11816.25
Male,43,40-44,46101.7,39299.03,6802.67
Male,54,50-54,52780.1,32996.02,19784.08
Male,33,30-34,29142.87,43568.18,-14425.31
Female,33,30-34,63407.45,32787.94,30619.51
Female,44,40-44,32932.43,40233.26,-7300.83
Female,44,40-44,41615.12,23292.94,18322.18
Male,47,45-49,46626.78,23821.89,22804.89
female,43,40-44,40013.21,46617.16,-6603.95
male,30,30-34,38717.51,26097.29,12620.22
female,39,35-39,64094.76,38109.14,25985.62
Female,49,45-49,67963.6,25784.15,42179.45
Female,39,35-39,65485.16,33121.5,32363.66
female,39,35-39,58355.18,28913.7,29441.48
Female,53,50-54,74645.53,35729.07,38916.46
male,31,30-34,47336.98,35686.69,11650.29
Female,37,35-39,46377.24,24707.71,21669.53
male,30,30-34,50112.65,35999.15,14113.5
female,30,30-34,64290.41,20860.04,43430.37
female,33,30-34,55860.26,43806.18,12054.08
Female,36,35-39,67274.73,32873.91,34400.82
male,38,35-39,50653.2,5777.6,44875.6
Female,45,45-49,35014.32,19532.05,15482.27
Male,34,30-34,43267.54,35475.13,7792.41
Male,31,30-34,60247.31,37685.05,22562.26
Male,52,50-54,45053.8,26874.23,18179.57
Male,40,40-44,50953.62,31256.22,19697.4
Female,47,45-49,52467.64,35805.11,16662.53
Male,54,50-54,68081.84,40489.05,27592.79
male,54,50-54,58794.52,37262.83,21531.69
female,48,45-49,56833.0,25516.88,31316.12
female,42,40-44,51579.75,40914.28,10665.47
Male,53,50-54,41690.64,12613.39,29077.25
Male,40,40-44,52425.94,27761.5,24664.44
Male,49,45-49,71757.35,34960.35,36797.0
Female,48,45-49,55132.32,20351.53,34780.79
female,46,45-49,44485.82,30439.74,14046.08
Male,34,30-34,45813.95,34426.46,11387.49
male,42,40-44,64186.34,23793.77,40392.57
Male,49,45-49,44675.05,31523.58,13151.47
female,30,30-34,47991.98,20217.03,27774.95
Male,39,35-39,38580.36,38045.04,535.32
female,37,35-39,47220.6,34266.71,12953.89
Male,53,50-54,54730.05,35909.92,18820.13
male,37,35-39,47034.84,29445.02,17589.82
Male,48,45-49,50246.36,16672.34,33574.02
male,35,35-39,38470.66,28938.17,9532.49
male,41,40-44,44429.52,43809.19,620.33
Male,36,35-39,71321.79,38130.98,33190.81
male,45,45-49,48660.33,43962.43,4697.9
Female,38,35-39,53629.25,30442.57,23186.68
Male,50,50-54,41979.17,24464.75,17514.42
Male,54,50-54,50517.23,34692.96,15824.27
male,51,50-54,47293.63,28463.15,18830.48
male,39,35-39,61002.86,25536.36,35466.5
Male,39,35-39,60527.96,16121.91,44406.05
Female,39,35-39,61584.34,32674.09,28910.25
male,49,45-49,50802.95,37496.2,13306.75
male,45,45-49,70398.49,20681.49,49717.0
female,30,30-34,58037.85,41913.68,16124.17
Female,46,45-49,35704.64,31997.27,3707.37
Female,50,50-54,65424.79,30882.7,34542.09
Male,43,40-44,49942.48,20244.86,29697.62
Female,48,45-49,61384.64,34220.02,27164.62
Male,50,50-54,39471.92,20778.22,18693.7
female,50,50-54,49287.84,22360.53,26927.31
Female,46,45-49,57499.55,16620.73,40878.82
male,43,40-44,52439.7,51603.23,836.47
female,37,35-39,48505.9,29614.45,18891.45
Male,50,50-54,25416.44,25122.55,927262.98105722
female,50,50-54,42601.5,29665.22,12936.28
Male,38,35-39,40227.97,25983.75,14244.22
female,37,35-39,31386.09,28566.63,2819.46
Male,42,40-44,42905.8,32974.77,9931.03
Female,46,45-49,68587.15,26749.69,41837.46
male,48,45-49,61576.19,30992.04,30584.15
Male,36,35-39,41648.18,48663.64,-7015.46
female,46,45-49,44116.79,15332.73,28784.06
Male,30,30-34,44137.27,20892.99,23244.28
Male,34,30-34,57560.52,33948.29,23612.23
Male,54,50-54,54049.98,40947.47,13102.51
female,35,35-39,42878.81,53937.85,-11059.04
male,31,30-34,44033.56,33316.09,10717.47
Female,54,50-54,60812.87,20247.65,40565.22
male,45,45-49,65243.85,42042.69,23201.16
Male,51,50-54,41033.87,30996.82,10037.05
female,34,30-34,48829.75,30687.64,18142.11
male,34,30-34,51284.14,14456.51,36827.63
Male,41,40-44,48109.9,39348.26,8761.64
Female,32,30-34,61302.63,22630.23,38672.4
Female,45,45-49,48477.13,34535.21,13941.92
Female,35,35-39,69081.34,30538.12,38543.22
Male,44,40-44,62009.78,31596.0,30413.78
female,44,40-44,43136.27,30415.02,12721.25
male,45,45-49,50668.32,23967.53,26700.79
Female,49,45-49,40234.33,23271.81,16962.52
Male,42,40-44,46085.01,37581.85,8503.16
Male,41,40-44,58706.85,29873.55,28833.3
male,39,35-39,52457.42,24761.17,27696.25
Female,43,40-44,71125.24,25900.95,45224.29
Male,31,30-34,37780.53,35503.96,2276.57
male,32,30-34,49670.34,24575.25,25095.09
female,38,35-39,44942.32,42767.06,2175.26
female,40,40-44,46838.84,28755.16,18083.68
female,40,40-44,50419.05,27203.65,23215.4
Female,54,50-54,43230.63,34942.93,8287.7
male,51,50-54,59579.07,27726.84,31852.23
male,39,35-39,67514.12,33053.73,34460.39
Male,43,40-44,26644.95,29554.87,-2909.92
Male,38,35-39,63929.04,16112.47,47816.57
Male,49,45-49,75167.92,21461.74,53706.18
male,50,50-54,51897.19,32342.61,19554.58
Male,39,35-39,43893.75,26391.82,17501.93
male,51,50-54,44278.21,46470.09,-2191.88
male,38,35-39,46922.07,23705.43,23216.64
female,34,30-34,54304.08,19526.31,34777.77
Male,37,35-39,45725.78,30317.2,15408.58
female,40,40-44,49201.41,32007.59,17193.82
Female,30,30-34,40440.98,37068.31,3372.67
Female,50,50-54,45432.06,9960.1,35471.96
Female,39,35-39,45877.84,42059.89,3817.95
male,30,30-34,49643.12,19529.44,30113.68
male,51,50-54,35447.62,38713.78,-3266.16
male,36,35-39,46701.44,45660.04,1041.4
Male,43,40-44,47855.22,35973.76,11881.46
female,34,30-34,51847.77,20825.94,31021.83
male,46,45-49,63985.4,28456.0,35529.4
female,51,50-54,48986.52,36044.74,12941.78
female,50,50-54,37827.42,30265.8,7561.62
female,35,35-39,51320.73,21606.41,29714.32
Male,45,45-49,42912.12,30798.71,12113.41
Male,40,40-44,42653.25,25866.34,16786.91
Female,39,35-39,47040.79,34815.65,12225.14
Female,44,40-44,44805.43,21506.17,23299.26
female,36,35-39,39349.57,14526.81,24822.76
Female,52,50-54,45147.99,21867.36,23280.63
female,31,30-34,54556.99,16355.91,38201.08
Male,41,40-44,50405.35,24973.5,25431.85
Male,48,45-49,40073.13,35368.81,4704.32
Male,41,40-44,41395.68,26848.49,14547.19
male,45,45-49,51232.55,29805.78,21426.77
female,35,35-39,40128.24,21959.98,18168.26
Male,32,30-34,41032.06,30158.72,10873.34
female,31,30-34,44289.81,22351.81,21938.0
Female,49,45-49,40281.43,20489.74,19791.69
Female,34,30-34,51007.33,28193.4,22813.93
Male,40,40-44,46923.23,24588.68,22334.55
female,54,50-54,64042.42,7486.49,56555.93
Male,32,30-34,38381.76,29365.29,9016.47
Female,32,30-34,61507.75,22205.71,39302.04
Male,51,50-54,52373.38,21657.47,30715.91
female,34,30-34,64910.55,41167.28,23743.27
Female,51,50-54,63553.59,36830.53,26723.06
male,52,50-54,45729.26,32999.18,12730.08
Female,40,40-44,35911.33,30482.01,5429.32
male,32,30-34,48524.51,34847.01,13677.5
Male,42,40-44,30233.55,26860.37,3373.18
Male,50,50-54,56596.59,30633.06,25963.53
female,37,35-39,51515.66,26770.48,24745.18
male,49,45-49,44010.62,30898.05,13112.57
Male,39,35-39,45504.38,32283.85,13220.53
male,31,30-34,39778.81,31785.26,7993.55
Male,33,30-34,49680.02,27060.31,22619.71
Female,47,45-49,40080.5,35525.97,4554.53
Male,48,45-49,49628.89,28380.81,21248.08
female,33,30-34,53531.01,28174.75,25356.26
Female,49,45-49,56500.27,15429.35,41070.92
female,38,35-39,54454.7,23189.24,31265.46
Female,45,45-49,47017.88,36927.26,10090.62
male,35,35-39,54441.06,36269.22,18171.84
female,54,50-54,51351.16,29823.92,21527.24
Male,33,30-34,51268.19,25534.08,25734.11
male,38,35-39,39735.39,31211.81,8523.58
Male,42,40-44,37517.08,10844.27,26672.81
Female,38,35-39,52579.56,31117.65,21461.91
Female,35,35-39,54863.39,20024.04,34839.35
Male,50,50-54,43789.38,29273.27,14516.11
Male,48,45-49,61742.37,31699.44,30042.93
male,43,40-44,72134.1,27203.0,44931.1
Male,50,50-54,67535.15,35972.61,31562.54
female,44,40-44,47333.52,24943.71,22389.81
female,32,30-34,45669.97,24171.13,21498.84
Male,34,30-34,57868.31,34994.53,22873.78
female,50,50-54,56788.64,27118.74,29669.9
Male,47,45-49,38868.4,40773.81,-1905.41
male,43,40-44,47577.91,30108.27,17469.64
female,45,45-49,56615.52,34410.26,22205.26
female,43,40-44,41037.26,37450.07,3587.19
Male,38,35-39,42553.5,29427.08,13126.42
female,44,40-44,44063.15,17783.23,26279.92
Female,36,35-39,46007.44,35019.97,10987.47
male,43,40-44,34307.39,39542.63,-5235.24
male,35,35-39,56929.21,27875.48,29053.73
female,50,50-54,42658.65,37941.44,4717.21
female,44,40-44,52023.77,20655.8,31367.97
Female,49,45-49,50950.88,31196.94,19753.94
Female,37,35-39,39882.8,27713.12,12169.68
female,31,30-34,32338.09,17384.93,14953.16
female,37,35-39,50891.32,33186.09,17705.23
Female,30,30-34,45642.5,22895.32,22747.18
Male,46,45-49,54554.91,33011.39,21543.52
Female,48,45-49,58122.21,22016.46,36105.75
Male,34,30-34,29612.59,16609.53,13003.06
male,51,50-54,47689.35,24286.26,23403.09
male,49,45-49,60417.5,38281.17,22136.33
Female,45,45-49,64372.73,28720.57,35652.16
Male,36,35-39,31676.79,30285.3,1391.49
Female,36,35-39,61519.71,31117.05,30402.66
Female,47,45-49,39904.95,30813.82,9091.13
Male,47,45-49,57059.38,44993.73,12065.65
Female,31,30-34,44510.91,29667.64,14843.27
male,44,40-44,57466.89,14755.22,42711.67
female,43,40-44,46382.37,27024.71,19357.66
female,47,45-49,35615.14,30546.65,5068.49
Female,38,35-39,44185.67,19913.08,24272.59
Male,43,40-44,55401.84,28096.15,27305.69
Male,34,30-34,45775.96,28197.59,17578.37
male,40,40-44,39267.89,44207.09,-4939.2
Male,37,35-39,37286.16,24578.78,12707.38
Male,34,30-34,41906.35,37596.91,4309.44
male,40,40-44,41819.84,28832.33,12987.51
Female,34,30-34,55742.04,36880.76,18861.28
female,46,45-49,46046.99,41165.52,4881.47
male,51,50-54,47013.12,33049.71,13963.41
Female,33,30-34,48201.72,29540.05,18661.67
male,44,40-44,55401.03,39188.37,16212.66
Female,48,45-49,56371.68,18293.84,38077.84
male,51,50-54,44731.01,31386.02,13344.99
Female,31,30-34,47360.33,20028.6,27331.73
male,53,50-54,56424.83,36398.89,20025.94
Female,46,45-49,43041.75,30787.04,12254.71
male,41,40-44,44525.46,29421.04,15104.42
female,54,50-54,56404.0,27039.8,29364.2
female,53,50-54,44260.35,35413.74,8846.61
Male,46,45-49,52475.69,15702.2,36773.49
Female,39,35-39,34203.61,45221.03,-11017.42
male,54,50-54,55837.54,28861.57,26975.97
Female,47,45-49,47991.46,19600.9,28390.56
female,48,45-49,54068.17,8968.31,45099.86
Female,47,45-49,61193.9,28653.88,32540.02
male,42,40-44,46663.0,31841.77,14821.23
Female,43,40-44,34663.69,32442.76,2220.93
male,53,50-54,46381.17,18397.0,27984.17
female,45,45-49,62145.67,20160.82,41984.85
female,47,45-49,51698.45,40848.92,10849.53
female,47,45-49,39355.57,17579.45,21776.12
Male,45,45-49,48062.48,30890.48,17172.0
female,46,45-49,54878.05,26917.89,27960.16
Female,36,35-39,48745.13,25712.63,23032.5
Male,41,40-44,48473.27,27808.11,20665.16
female,31,30-34,42863.21,25683.28,17179.93
Female,39,35-39,43665.92,25416.52,18249.4
Female,34,30-34,52224.59,37989.38,14235.21
Female,50,50-54,54924.72,26769.62,28155.1
male,32,30-34,48266.9,20250.93,28015.97
Male,48,45-49,45060.48,29328.95,15731.53
Female,42,40-44,57563.62,21529.45,36034.17
male,41,40-44,45763.12,21302.62,24460.5
female,32,30-34,52893.14,41641.98,11251.16
Female,35,35-39,55330.18,28534.59,26795.59
male,43,40-44,37359.08,19780.59,17578.49
Female,33,30-34,51397.35,29176.48,22220.87
Male,42,40-44,23025.21,30510.54,-7485.33
Male,48,45-49,48976.32,28343.42,20632.9
female,47,45-49,55795.0,26092.25,29702.75
Female,32,30-34,53369.2,18901.86,34467.34
male,49,45-49,58000.04,26674.91,31325.13
female,35,35-39,53504.55,23648.2,29856.35
Female,45,45-49,44576.63,29023.91,15552.72
female,49,45-49,34607.86,33381.33,1226.53
male,53,50-54,51131.53,44011.34,7120.19
female,32,30-34,54788.05,36198.57,18589.48
female,41,40-44,32424.48,8282.38,24142.1
female,48,45-49,54038.99,31779.04,22259.95
Female,48,45-49,50877.39,42126.16,8751.23
male,53,50-54,46353.16,28860.3,17492.86
Male,33,30-34,54397.62,42444.68,11952.94
Female,30,30-34,47246.24,21162.76,26083.48
Male,31,30-34,46605.33,22979.95,23625.38
Male,42,40-44,37287.1,28647.87,8639.23
Female,42,40-44,54047.25,28830.43,25216.82
Female,31,30-34,36939.21,36693.69,245.52
male,48,45-49,43159.01,30015.51,13143.5
male,51,50-54,54557.91,29128.34,25429.57
female,53,50-54,48325.15,49810.26,-1485.11
Male,45,45-49,67090.79,23779.26,43311.53
male,41,40-44,55928.57,40309.3,15619.27
female,30,30-34,57513.37,33324.87,24188.5
male,38,35-39,58539.39,27067.63,31471.76
Female,46,45-49,47586.92,32070.54,15516.38
male,39,35-39,44681.64,23459.73,21221.91
Male,47,45-49,37861.56,30689.91,7171.65
male,48,45-49,35464.14,29968.24,5495.9
Male,36,35-39,61473.81,33810.61,27663.2
Female,54,50-54,43777.91,29066.03,14711.88
Male,48,45-49,58939.14,43329.36,15609.78
male,53,50-54,35281.25,22941.44,12339.81
female,44,40-44,48173.49,24490.79,23682.7
Female,38,35-39,62677.03,31913.83,30763.2
male,39,35-39,52660.78,23555.15,29105.63
Female,52,50-54,52925.05,35383.74,17541.31
Female,49,45-49,44137.02,40514.96,3622.06
male,49,45-49,40973.02,25843.24,15129.78
male,33,30-34,49550.37,30704.97,18845.4
female,35,35-39,38743.27,35237.62,3505.65
Female,33,30-34,48925.42,37066.58,11858.84
Female,34,30-34,59812.37,57822.58,1989.79
male,38,35-39,37329.49,19139.4,18190.09
Male,41,40-44,56421.79,41953.43,14468.36
male,52,50-54,59959.1,24860.06,35099.04
Female,37,35-39,47397.66,25198.7,22198.96
male,50,50-54,50333.63,31143.96,19189.67
female,34,30-34,45205.16,30496.88,14708.28
Male,40,40-44,46899.58,40006.69,6892.89
male,52,50-54,58181.2,18235.86,39945.34
female,40,40-44,57249.97,6191.65,51058.32
Female,42,40-44,53934.35,45470.61,8463.74
male,43,40-44,56079.2,18479.88,37599.32
Female,37,35-39,52000.28,38040.44,13959.84
female,54,50-54,37731.3,41157.99,-3426.69
Female,47,45-49,60639.97,39076.99,21562.98
female,48,45-49,41065.08,34091.45,6973.63
female,41,40-44,48998.6,35966.6,13032.0
female,41,40-44,58532.51,25819.2,32713.31
male,47,45-49,35987.66,14685.21,21302.45
Female,39,35-39,56245.36,27219.54,29025.82
Female,36,35-39,38078.86,25651.02,12427.84
Male,47,45-49,55947.41,22443.34,33504.07
Male,41,40-44,62026.68,30396.44,31630.24
Male,43,40-44,42624.72,14405.0,28219.72
Male,44,40-44,41324.02,40035.52,1288.5
Female,45,45-49,50760.37,29443.07,21317.3
female,31,30-34,41009.93,26047.41,14962.52
female,47,45-49,28227.69,27523.8,703.89
male,41,40-44,49746.94,28748.47,20998.47
female,45,45-49,53351.19,21709.56,31641.63
Female,42,40-44,46715.32,21680.36,25034.96
Female,49,45-49,51130.86,19538.77,31592.09
Female,46,45-49,60488.8,18645.51,41843.29
male,47,45-49,46421.31,23151.42,23269.89
Male,32,30-34,47733.7,28821.28,18912.42
female,52,50-54,49802.63,38808.52,10994.11
Female,39,35-39,46860.29,17389.19,29471.1
Female,30,30-34,46862.87,37323.13,9539.74
Male,35,35-39,67086.09,17132.4,49953.69
Female,32,30-34,51257.33,30771.56,20485.77
female,48,45-49,47031.9,17863.46,29168.44
male,33,30-34,63843.01,19883.23,43959.78
Female,49,45-49,60853.93,32530.37,28323.56
female,52,50-54,56242.7,32438.76,23803.94
Female,32,30-34,43902.99,35991.77,7911.22
Male,37,35-39,77323.62,22547.34,54776.28
Female,37,35-39,34342.34,37973.4,-3631.06
Female,36,35-39,32188.02,42506.56,948540.3522321347
male,31,30-34,53829.02,31865.17,21963.85
Male,50,50-54,46430.87,15706.05,30724.82
Male,35,35-39,25229.19,14567.29,10661.9
male,45,45-49,48592.15,31224.1,17368.05
Female,39,35-39,50788.77,25422.22,25366.55
female,33,30-34,48317.48,22034.87,26282.61
Male,42,40-44,53022.23,28662.97,24359.26
Male,39,35-39,45302.2,27135.73,18166.47
Female,50,50-54,48613.67,28717.49,19896.18
Female,43,40-44,63081.3,22956.72,40124.58
Male,38,35-39,59588.35,45836.06,13752.29
Female,40,40-44,47913.79,21301.2,26612.59
female,52,50-54,55482.28,27846.24,27636.04
Male,47,45-49,58736.25,13666.16,45070.09
female,40,40-44,40624.44,20748.38,19876.06
female,46,45-49,53304.2,19588.55,33715.65
Female,31,30-34,51563.2,25695.43,25867.77
female,32,30-34,56576.31,28008.85,28567.46
Female,40,40-44,40560.22,26625.3,13934.92
male,47,45-49,49658.1,25623.73,24034.37
Female,32,30-34,42456.83,31714.03,10742.8
female,44,40-44,53320.4,32327.73,20992.67
male,40,40-44,41747.9,10946.53,30801.37
Female,40,40-44,44546.95,38461.1,6085.85
female,54,50-54,51226.38,32089.9,19136.48
Male,49,45-49,40597.54,14326.15,26271.39
Male,54,50-54,33842.09,37189.2,-3347.11
Female,40,40-44,60391.77,38157.64,22234.13
Female,48,45-49,43565.96,14091.64,29474.32
Male,30,30-34,36002.27,27501.84,8500.43
female,34,30-34,38913.81,32110.1,6803.71
female,39,35-39,49002.47,38558.28,10444.19
female,39,35-39,65770.82,33931.2,31839.62
Female,43,40-44,48602.97,25495.16,23107.81
male,31,30-34,55828.7,21339.75,34488.95
male,33,30-34,46158.01,18171.27,27986.74
male,31,30-34,51858.55,22574.13,29284.42
male,47,45-49,47933.07,34302.12,13630.95
male,42,40-44,55700.88,37367.8,18333.08
Female,48,45-49,38674.25,26982.02,11692.23
Female,34,30-34,50752.02,38771.32,11980.7
male,49,45-49,51536.98,33262.52,18274.46
Female,31,30-34,53959.12,50224.76,3734.36
Female,40,40-44,36541.98,15340.09,21201.89
male,47,45-49,45240.47,28251.48,16988.99
female,35,35-39,56010.07,31697.62,24312.45
Female,52,50-54,52258.29,44780.82,7477.47
female,39,35-39,67338.29,18361.94,48976.35
Female,51,50-54,44706.42,22271.86,22434.56
Female,52,50-54,30127.89,30440.31,-312.42
male,46,45-49,45336.71,20214.24,25122.47
Female,51,50-54,23380.2,28011.99,-4631.79
Male,40,40-44,57021.5,16916.49,40105.01
Male,48,45-49,49968.22,39561.76,10406.46
male,46,45-49,53983.06,43433.28,10549.78
female,53,50-54,55576.12,43722.45,11853.67
female,33,30-34,60399.28,31226.06,29173.22
female,53,50-54,24090.16,31402.06,-7311.9
Male,43,40-44,29580.02,29902.3,-322.28
female,49,45-49,42445.92,36888.21,5557.71
female,33,30-34,46961.02,40090.95,6870.07
male,43,40-44,51995.69,35706.58,16289.11
female,33,30-34,51248.07,31940.65,19307.42
Male,35,35-39,51756.28,35643.38,16112.9
Male,38,35-39,34369.61,29915.93,4453.68
Male,50,50-54,42051.93,19269.04,22782.89
male,41,40-44,46775.79,25267.74,21508.05
male,37,35-39,48493.02,31703.63,16789.39
Female,53,50-54,44995.59,23036.93,21958.66
female,33,30-34,52543.42,22482.14,30061.28
male,54,50-54,38587.72,34945.35,3642.37
Male,54,50-54,45174.14,35443.95,9730.19
Male,34,30-34,55029.76,32365.44,22664.32
male,35,35-39,52044.59,26018.12,26026.47
male,34,30-34,46266.27,27298.85,18967.42
male,48,45-49,46493.24,35600.34,10892.9
Female,37,35-39,45239.19,22786.76,22452.43
Male,38,35-39,46649.6,18360.82,28288.78
Female,44,40-44,44961.97,34057.57,10904.4
Female,33,30-34,46355.94,29044.8,17311.14
female,54,50-54,52957.01,40457.73,12499.28
Male,38,35-39,52748.49,21477.9,31270.59
Male,36,35-39,36870.71,38597.49,-1726.78
male,37,35-39,67917.63,25329.69,42587.94
male,44,40-44,44568.42,36256.72,8311.7
female,48,45-49,54688.8,19692.85,34995.95
Female,44,40-44,39283.42,17158.87,22124.55
male,34,30-34,64626.76,32807.32,31819.44
male,48,45-49,55381.92,27798.55,27583.37
Male,36,35-39,53824.72,31274.72,22550.0
Male,35,35-39,48211.11,22195.44,26015.67
male,48,45-49,31599.41,32624.63,-1025.22
Male,54,50-54,66628.22,40191.35,26436.87
female,46,45-49,58536.91,38773.32,19763.59
male,39,35-39,46785.21,24602.22,22182.99
Male,48,45-49,54785.87,19949.78,34836.09
female,40,40-44,36893.85,29975.47,6918.38
Male,44,40-44,30934.53,36779.86,-5845.33
Male,39,35-39,50164.47,16495.07,33669.4
