Payments,Costs,Profit,Age,Gender,AgeGroup
33650,18200,15450,18,female,18-24
7650,7400,250,18,male,18-24
21450,11250,10200,33,Female,25-39
9150,7300,1850,19,male,18-24
44450,19500,24950,24,female,18-24
8350,6950,1400,18,male,18-24
130650,32700,97950,22,male,18-24
38700,13050,25650,19,female,18-24
36650,13600,23050,18,female,18-24
27600,9750,17850,18,female,18-24
21250,10700,10550,33,male,25-39
29350,8000,21350,29,male,25-39
17850,10550,7300,28,male,25-39
23500,16050,7450,29,FEMALE,25-39
21450,13800,7650,27,male,25-39
11050,6850,4200,18,male,18-24
8600,9050,-450,18,male,18-24
10050,8100,1950,18,male,18-24
132150,44200,87950,21,male,18-24
16650,15500,1150,33,Female,25-39
25950,11500,14450,31,male,25-39
8900,8600,300,20,male,18-24
48600,10650,37950,19,female,18-24
39650,21150,18500,19,female,18-24
33000,13400,19600,18,female,18-24
9250,10700,-1450,20,male,18-24
42500,13750,28750,19,female,18-24
35550,16600,18950,18,female,18-24
10150,8500,1650,19,male,18-24
44050,15850,28200,19,female,18-24
11250,7850,3400,18,male,18-24
10050,8750,1300,18,male,18-24
123200,32550,90650,21,male,18-24
39450,12000,27450,18,female,18-24
10500,7950,2550,18,male,18-24
50700,23400,27300,24,female,18-24
11850,9000,2850,20,male,18-24
8750,8350,400,18,male,18-24
10750,9150,1600,18,male,18-24
40900,18350,22550,18,female,18-24
11400,7850,3550,19,male,18-24
31250,10500,20750,19,female,18-24
21400,9450,11950,28,female,25-39
127300,41100,86200,23,male,18-24
50500,14900,35600,18,female,18-24
23450,9200,14250,35,male,25-39
116000,35600,80400,21,male,18-24
10450,10450,0,20,male,18-24
127400,34050,93350,23,male,18-24
15150,6250,8900,18,male,18-24
22900,13000,9900,37,male,25-39
12350,10350,2000,18,male,18-24
8500,8150,350,20,male,18-24
24900,15950,8950,25,male,25-39
6700,8000,-1300,18,male,18-24
48900,16800,32100,18,female,18-24
9250,8250,1000,19,male,18-24
17800,10650,7150,32,Female,25-39
7950,9350,-1400,20,male,18-24
24350,10850,13500,26,male,25-39
44550,22350,22200,22,female,18-24
46650,18850,27800,19,female,18-24
18000,11850,6150,26,male,25-39
128600,38750,89850,21,male,18-24
16800,13100,3700,31,Female,25-39
129750,39100,90650,22,male,18-24
11650,8750,2900,19,male,18-24
8750,7850,900,19,male,18-24
99850,39750,60100,21,male,18-24
13600,11300,2300,18,male,18-24
11100,12300,-1200,44,female,40+
19400,13800,5600,35,Female,25-39
48850,16400,32450,18,female,18-24
112350,47500,64850,21,male,18-24
23150,13250,9900,33,male,25-39
15500,11300,4200,28,male,25-39
11650,9500,2150,19,male,18-24
12800,8150,4650,18,male,18-24
35400,10000,25400,19,female,18-24
11100,7450,3650,18,male,18-24
124300,41750,82550,21,male,18-24
39750,18700,21050,18,female,18-24
9750,10300,-550,27,female,25-39
19050,11550,7500,25,female,25-39
11900,8450,3450,18,male,18-24
18050,9850,8200,26,female,25-39
46450,15700,30750,19,female,18-24
7100,6650,450,19,male,18-24
18400,12850,5550,34,Female,25-39
136950,33900,103050,21,male,18-24
42750,15400,27350,18,female,18-24
12350,6700,5650,18,male,18-24
14100,9600,4500,31,Female,25-39
9700,8850,850,19,male,18-24
7700,9350,-1650,19,male,18-24
34150,17700,16450,18,female,18-24
8000,8600,-600,20,male,18-24
29200,14950,14250,18,female,18-24
8350,8850,-500,18,male,18-24
45550,10700,34850,19,female,18-24
24300,12750,11550,30,male,25-39
38350,9100,29250,18,female,18-24
11700,7100,4600,19,male,18-24
8650,7150,1500,18,male,18-24
108950,40700,68250,23,male,18-24
14100,14900,-800,30,FEMALE,25-39
7050,5000,2050,18,male,18-24
12500,7850,4650,18,male,18-24
10100,5650,4450,18,male,18-24
35950,13150,22800,19,female,18-24
24150,8800,15350,25,male,25-39
48750,13450,35300,24,female,18-24
53350,25900,27450,21,female,18-24
10800,6400,4400,19,male,18-24
26050,14750,11300,30,FEMALE,25-39
122050,41400,80650,21,male,18-24
8000,6950,1050,20,male,18-24
41650,11400,30250,19,female,18-24
117350,44250,73100,21,male,18-24
12350,9300,3050,18,male,18-24
10050,9050,1000,20,male,18-24
20100,12700,7400,28,female,25-39
23450,15300,8150,19,female,18-24
33350,13750,19600,19,female,18-24
13400,5950,7450,18,male,18-24
18850,9950,8900,32,male,25-39
10150,8750,1400,18,male,18-24
21900,14100,7800,31,male,25-39
10250,9600,650,20,male,18-24
11850,7750,4100,18,male,18-24
10650,6800,3850,19,male,18-24
18000,9300,8700,32,Female,25-39
16200,10400,5800,26,male,25-39
17450,14950,2500,30,male,25-39
8700,7650,1050,18,male,18-24
9050,7150,1900,18,male,18-24
27750,15000,12750,18,female,18-24
21750,10750,11000,35,male,25-39
55900,16500,39400,22,female,18-24
47050,16050,31000,21,female,18-24
8800,5650,3150,19,male,18-24
11150,7800,3350,18,male,18-24
10700,7850,2850,20,male,18-24
18050,12400,5650,28,male,25-39
38000,14350,23650,18,female,18-24
113250,43000,70250,22,male,18-24
9650,6000,3650,19,male,18-24
18450,12500,5950,31,male,25-39
9000,8300,700,19,male,18-24
19450,11200,8250,31,male,25-39
9700,7800,1900,19,male,18-24
8600,7800,800,18,male,18-24
47300,21300,26000,18,female,18-24
42300,9450,32850,18,female,18-24
9950,7600,2350,18,male,18-24
19550,14650,4900,28,female,25-39
44350,9750,34600,24,female,18-24
26950,10850,16100,31,Female,25-39
13800,8100,5700,19,male,18-24
32150,17650,14500,18,female,18-24
40200,17500,22700,19,female,18-24
9850,7050,2800,18,male,18-24
15800,9550,6250,18,male,18-24
38650,18900,19750,24,female,18-24
109850,36250,73600,22,male,18-24
17300,15250,2050,28,male,25-39
19100,11400,7700,25,female,25-39
45150,12200,32950,18,female,18-24
27800,21550,6250,22,female,18-24
18100,13550,4550,30,FEMALE,25-39
17450,8500,8950,29,FEMALE,25-39
39450,18000,21450,18,female,18-24
36200,21500,14700,21,female,18-24
34900,15800,19100,18,female,18-24
42150,18900,23250,22,female,18-24
32750,11300,21450,22,female,18-24
8000,6800,1200,20,male,18-24
55200,15550,39650,18,female,18-24
9400,7700,1700,19,male,18-24
9600,8150,1450,19,male,18-24
15250,11700,3550,35,Female,25-39
12450,6900,5550,20,male,18-24
10200,8050,2150,20,male,18-24
25550,13500,12050,39,male,25-39
9200,7100,2100,19,male,18-24
20400,11950,8450,30,FEMALE,25-39
20500,12950,7550,33,male,25-39
47150,17350,29800,18,female,18-24
9850,9600,250,19,male,18-24
15100,12250,2850,27,male,25-39
48950,13850,35100,18,female,18-24
127350,44450,82900,21,male,18-24
8600,7500,1100,19,male,18-24
11700,8500,3200,19,male,18-24
8500,9500,-1000,20,male,18-24
14750,11200,3550,36,Female,25-39
9850,7850,2000,19,male,18-24
51250,13400,37850,18,female,18-24
11050,7200,3850,20,male,18-24
127100,38200,88900,21,male,18-24
34700,11600,23100,18,female,18-24
38000,15750,22250,19,female,18-24
9700,7850,1850,19,male,18-24
11850,9050,2800,20,male,18-24
10850,5900,4950,19,male,18-24
11750,5700,6050,18,male,18-24
4750,8000,-3250,19,male,18-24
8500,8950,-450,20,male,18-24
13450,7400,6050,18,male,18-24
59550,17150,42400,21,female,18-24
14500,16000,-1500,25,male,25-39
10700,8150,2550,19,male,18-24
11600,6700,4900,20,male,18-24
11600,6950,4650,18,male,18-24
35600,14800,20800,19,female,18-24
46250,24000,22250,21,female,18-24
19550,12450,7100,31,male,25-39
4250,8350,-4100,20,male,18-24
30300,13550,16750,18,female,18-24
22150,9350,12800,34,male,25-39
9850,8950,900,18,male,18-24
35150,16300,18850,18,female,18-24
42250,12100,30150,19,female,18-24
10600,8200,2400,18,male,18-24
40550,10800,29750,18,female,18-24
25200,11150,14050,35,male,25-39
9300,8450,850,20,male,18-24
10750,6900,3850,18,male,18-24
25700,13750,11950,39,male,25-39
10600,7350,3250,19,male,18-24
5550,7750,-2200,18,male,18-24
25350,12250,13100,18,female,18-24
18200,14400,3800,31,male,25-39
19050,11550,7500,35,Female,25-39
28100,12350,15750,25,female,25-39
9550,8100,1450,19,male,18-24
15750,16200,-450,28,female,25-39
16250,13100,3150,26,female,25-39
36450,16650,19800,18,female,18-24
13500,9050,4450,19,male,18-24
16350,7600,8750,32,male,25-39
26150,8850,17300,28,FEMALE,25-39
10600,9100,1500,18,male,18-24
11400,8550,2850,41,female,40+
48450,15850,32600,18,female,18-24
45150,12450,32700,18,female,18-24
19000,12900,6100,26,male,25-39
31600,12850,18750,18,female,18-24
12550,8850,3700,20,male,18-24
25000,9650,15350,29,male,25-39
45950,10050,35900,18,female,18-24
40800,15500,25300,19,female,18-24
111400,37800,73600,24,male,18-24
13050,6250,6800,19,male,18-24
17950,10250,7700,32,male,25-39
7000,8000,-1000,19,male,18-24
38300,23900,14400,21,female,18-24
129750,44950,84800,24,male,18-24
46050,16750,29300,22,female,18-24
10400,9050,1350,18,male,18-24
10100,8650,1450,18,male,18-24
19850,14150,5700,27,male,25-39
18750,10500,8250,35,Female,25-39
38500,26350,12150,22,female,18-24
41250,13250,28000,20,female,18-24
26700,9500,17200,29,FEMALE,25-39
11500,12350,-850,29,male,25-39
9500,8350,1150,18,male,18-24
7850,7950,-100,18,male,18-24
19050,7200,11850,34,Female,25-39
43950,17600,26350,18,female,18-24
14050,11450,2600,33,male,25-39
11450,8650,2800,19,male,18-24
12150,7150,5000,18,male,18-24
10550,6900,3650,18,male,18-24
9900,8750,1150,18,male,18-24
44350,16150,28200,19,female,18-24
35650,22700,12950,22,female,18-24
36450,15550,20900,18,female,18-24
17850,16700,1150,29,FEMALE,25-39
41150,12050,29100,18,female,18-24
12950,8500,4450,19,male,18-24
17100,10600,6500,27,female,25-39
24300,9900,14400,35,Female,25-39
122200,34200,88000,23,male,18-24
21600,11850,9750,32,Female,25-39
9050,8650,400,19,male,18-24
14400,10450,3950,29,FEMALE,25-39
9400,8700,700,18,male,18-24
41900,17250,24650,19,female,18-24
54200,15150,39050,19,female,18-24
9200,7700,1500,18,male,18-24
6850,7550,-700,20,male,18-24
123050,42900,80150,22,male,18-24
40750,23100,17650,21,female,18-24
8050,7500,550,18,male,18-24
10250,6700,3550,18,male,18-24
4450,8600,-4150,18,male,18-24
11100,8250,2850,18,male,18-24
42900,14550,28350,21,female,18-24
8650,8850,-200,18,male,18-24
8250,7400,850,19,male,18-24
18900,11650,7250,34,male,25-39
12350,5550,6800,18,male,18-24
38650,16900,21750,18,female,18-24
15450,12800,2650,29,FEMALE,25-39
11550,8900,2650,19,male,18-24
11500,8200,3300,18,male,18-24
8550,7250,1300,18,male,18-24
12600,8400,4200,18,male,18-24
11650,5700,5950,18,male,18-24
116850,35250,81600,21,male,18-24
10700,8000,2700,18,male,18-24
20600,10100,10500,32,Female,25-39
11250,10050,1200,18,male,18-24
12900,7200,5700,19,male,18-24
20800,11000,9800,33,male,25-39
114650,38850,75800,21,male,18-24
52300,11950,40350,19,female,18-24
23800,12200,11600,26,male,25-39
29700,13800,15900,19,female,18-24
20100,15250,4850,38,Female,25-39
9900,6700,3200,18,male,18-24
40250,14150,26100,19,female,18-24
9750,7300,2450,19,male,18-24
7750,6150,1600,18,male,18-24
17100,10900,6200,28,female,25-39
11150,7650,3500,18,male,18-24
14300,8600,5700,18,male,18-24
32350,15100,17250,19,female,18-24
24850,11550,13300,28,FEMALE,25-39
32550,15750,16800,18,female,18-24
12450,6850,5600,19,male,18-24
8900,8150,750,18,male,18-24
27950,14000,13950,19,female,18-24
9950,8150,1800,19,male,18-24
33000,6600,26400,18,female,18-24
21000,12550,8450,33,male,25-39
9750,9500,250,18,male,18-24
11100,7900,3200,18,male,18-24
26800,11350,15450,31,Female,25-39
12200,4550,7650,18,male,18-24
52250,20450,31800,19,female,18-24
26950,17650,9300,26,female,25-39
17500,15050,2450,31,Female,25-39
10350,6000,4350,18,male,18-24
22050,13050,9000,27,male,25-39
41350,15150,26200,19,female,18-24
15950,7900,8050,27,female,25-39
25350,10700,14650,27,male,25-39
22700,15050,7650,33,Female,25-39
8850,7100,1750,18,male,18-24
15950,13650,2300,26,male,25-39
23100,11350,11750,39,Female,25-39
35400,18500,16900,18,female,18-24
9850,8850,1000,20,male,18-24
8600,8250,350,18,male,18-24
22400,12200,10200,35,Female,25-39
10400,7750,2650,20,male,18-24
113750,36900,76850,24,male,18-24
123250,38450,84800,24,male,18-24
8250,7100,1150,18,male,18-24
9100,7500,1600,18,male,18-24
44850,20500,24350,21,female,18-24
20400,9100,11300,38,Female,25-39
10650,7200,3450,19,male,18-24
41400,13150,28250,22,female,18-24
19400,11700,7700,28,male,25-39
103200,33500,69700,23,male,18-24
11250,9150,2100,18,male,18-24
19450,11200,8250,34,male,25-39
51450,18450,33000,24,female,18-24
128500,45350,83150,22,male,18-24
10100,6850,3250,18,male,18-24
110450,39400,71050,23,male,18-24
47300,19400,27900,21,female,18-24
8900,7950,950,18,male,18-24
9300,6300,3000,19,male,18-24
53850,21800,32050,21,female,18-24
45800,12200,33600,18,female,18-24
4700,7650,-2950,19,male,18-24
12100,7850,4250,19,male,18-24
18350,7800,10550,31,Female,25-39
10700,10200,500,19,male,18-24
51450,17600,33850,21,female,18-24
37700,20300,17400,18,female,18-24
7500,7950,-450,18,male,18-24
43250,8000,35250,18,female,18-24
8800,8350,450,19,male,18-24
49650,18800,30850,22,female,18-24
47550,16750,30800,23,female,18-24
9600,7100,2500,18,male,18-24
9500,8750,750,20,male,18-24
8050,8300,-250,19,male,18-24
9700,8050,1650,19,male,18-24
9250,6750,2500,19,male,18-24
12000,8100,3900,18,male,18-24
21550,11800,9750,34,male,25-39
39150,15450,23700,18,female,18-24
44750,15150,29600,18,female,18-24
8100,7900,200,19,male,18-24
41600,10700,30900,19,female,18-24
60000,16600,43400,21,female,18-24
17950,7650,10300,37,male,25-39
10100,8300,1800,19,male,18-24
58350,13900,44450,19,female,18-24
17550,14500,3050,35,Female,25-39
9950,8700,1250,20,male,18-24
20450,8750,11700,32,Female,25-39
19850,9300,10550,27,female,25-39
39050,16050,23000,18,female,18-24
136350,37550,98800,21,male,18-24
31150,12400,18750,19,female,18-24
11900,7050,4850,19,male,18-24
47450,19100,28350,19,female,18-24
21150,10300,10850,32,Female,25-39
13500,8050,5450,19,male,18-24
16050,9200,6850,31,male,25-39
22150,11850,10300,31,Female,25-39
10750,7250,3500,18,male,18-24
18050,9100,8950,34,Female,25-39
38650,15200,23450,19,female,18-24
31300,15800,15500,18,female,18-24
114000,44750,69250,21,male,18-24
7150,7300,-150,20,male,18-24
53950,22250,31700,23,female,18-24
37850,14850,23000,18,female,18-24
35250,10450,24800,18,female,18-24
19200,16700,2500,27,female,25-39
10550,9250,1300,19,male,18-24
141300,44100,97200,22,male,18-24
17900,9450,8450,29,FEMALE,25-39
22050,9350,12700,27,female,25-39
16600,10750,5850,36,Female,25-39
29700,13650,16050,18,female,18-24
45050,17350,27700,19,female,18-24
34450,12450,22000,18,female,18-24
21700,12550,9150,36,male,25-39
5350,7750,-2400,19,male,18-24
37550,9200,28350,18,female,18-24
12500,8750,3750,20,male,18-24
6700,8650,-1950,18,male,18-24
24900,11900,13000,33,Female,25-39
18950,13750,5200,32,Female,25-39
10500,9300,1200,20,male,18-24
24750,16050,8700,29,FEMALE,25-39
132950,42900,90050,21,male,18-24
20000,13150,6850,35,Female,25-39
58650,13700,44950,19,female,18-24
41300,12750,28550,18,female,18-24
25300,11150,14150,25,female,25-39
37200,17500,19700,18,female,18-24
12900,12600,300,27,male,25-39
12050,9000,3050,19,male,18-24
8950,9400,-450,19,male,18-24
43450,20450,23000,21,female,18-24
8250,6700,1550,19,male,18-24
50000,18700,31300,18,female,18-24
21550,11900,9650,26,male,25-39
9600,6900,2700,18,male,18-24
11300,7100,4200,19,male,18-24
48000,20050,27950,19,female,18-24
9550,5650,3900,18,male,18-24
46700,11650,35050,18,female,18-24
57250,19650,37600,23,female,18-24
127200,40750,86450,21,male,18-24
118800,43950,74850,23,male,18-24
17850,14000,3850,25,male,25-39
43600,11450,32150,18,female,18-24
41000,18050,22950,19,female,18-24
42950,13000,29950,19,female,18-24
41850,17200,24650,19,female,18-24
42350,23150,19200,21,female,18-24
66950,11200,55750,21,female,18-24
9500,6150,3350,19,male,18-24
5300,6300,-1000,19,male,18-24
47200,14500,32700,18,female,18-24
8600,6100,2500,19,male,18-24
8750,8250,500,19,male,18-24
14550,7950,6600,20,male,18-24
133500,46900,86600,21,male,18-24
8600,8350,250,19,male,18-24
9750,7600,2150,18,male,18-24
10650,7450,3200,20,male,18-24
128650,36300,92350,24,male,18-24
130050,46050,84000,22,male,18-24
31650,18900,12750,18,female,18-24
10500,7150,3350,18,male,18-24
15150,7600,7550,20,male,18-24
122800,38500,84300,21,male,18-24
9000,8350,650,18,male,18-24
31100,14950,16150,30,FEMALE,25-39
10850,8450,2400,20,male,18-24
8000,7200,800,19,male,18-24
28950,14000,14950,19,female,18-24
36600,11600,25000,18,female,18-24
7900,7450,450,20,male,18-24
53750,9950,43800,18,female,18-24
12550,7500,5050,18,male,18-24
12750,8650,4100,18,male,18-24
21400,14200,7200,32,Female,25-39
27000,15100,11900,18,female,18-24
8850,8550,300,19,male,18-24
130150,38550,91600,24,male,18-24
129550,47050,82500,21,male,18-24
19000,13000,6000,30,male,25-39
12300,8550,3750,19,male,18-24
11300,10700,600,18,male,18-24
16150,11950,4200,36,Female,25-39
44950,14600,30350,19,female,18-24
21950,9950,12000,29,male,25-39
111000,38900,72100,21,male,18-24
119750,36950,82800,22,male,18-24
13900,8300,5600,29,FEMALE,25-39
20250,12800,7450,34,Female,25-39
12800,14400,-1600,25,male,25-39
18300,11000,7300,25,female,25-39
11800,6750,5050,19,male,18-24
51900,13500,38400,19,female,18-24
9700,7350,2350,18,male,18-24
10950,4750,6200,19,male,18-24
35200,20800,14400,22,female,18-24
25550,11950,13600,36,male,25-39
49400,11750,37650,19,female,18-24
9700,7950,1750,19,male,18-24
42450,12650,29800,19,female,18-24
5750,8800,-3050,18,male,18-24
14400,11300,3100,28,male,25-39
37500,18450,19050,19,female,18-24
19900,9350,10550,25,male,25-39
33250,14100,19150,19,female,18-24
13250,5800,7450,20,male,18-24
14950,7900,7050,19,male,18-24
129950,41300,88650,23,male,18-24
48700,19850,28850,23,female,18-24
12450,6850,5600,18,male,18-24
8850,7450,1400,18,male,18-24
10900,8650,2250,19,male,18-24
42100,10150,31950,18,female,18-24
94700,39350,55350,21,male,18-24
121200,36750,84450,23,male,18-24
10900,9000,1900,19,male,18-24
10250,6600,3650,19,male,18-24
63900,17650,46250,22,female,18-24
21550,12800,8750,34,Female,25-39
20150,7700,12450,28,male,25-39
33700,10550,23150,18,female,18-24
10050,8950,1100,18,male,18-24
12450,8700,3750,18,male,18-24
25850,12750,13100,32,male,25-39
31650,13850,17800,18,female,18-24
120600,35750,84850,21,male,18-24
13650,8500,5150,18,male,18-24
13100,6600,6500,18,male,18-24
45050,20650,24400,19,female,18-24
51450,23400,28050,21,female,18-24
40050,12800,27250,18,female,18-24
24900,14450,10450,37,male,25-39
117300,44050,73250,21,male,18-24
9300,6500,2800,19,male,18-24
10000,8150,1850,20,male,18-24
59150,20950,38200,21,female,18-24
12600,8700,3900,18,male,18-24
22450,10950,11500,27,female,25-39
15600,8850,6750,27,female,25-39
17450,13150,4300,36,male,25-39
22550,12100,10450,33,male,25-39
23350,6650,16700,25,female,25-39
39250,14050,25200,19,female,18-24
11000,11900,-900,28,male,25-39
6450,7150,-700,18,male,18-24
44800,10950,33850,19,female,18-24
22400,10150,12250,30,FEMALE,25-39
60000,12850,47150,19,female,18-24
49300,22050,27250,22,female,18-24
52650,23450,29200,21,female,18-24
8250,8600,-350,18,male,18-24
20350,12700,7650,37,Female,25-39
26200,11300,14900,33,Female,25-39
7700,9400,-1700,18,male,18-24
11550,8550,3000,18,male,18-24
10350,9200,1150,19,male,18-24
33100,13100,20000,19,female,18-24
42200,10650,31550,19,female,18-24
11900,9400,2500,20,male,18-24
40400,20600,19800,19,female,18-24
10750,7300,3450,20,male,18-24
9250,7350,1900,20,male,18-24
39400,13950,25450,18,female,18-24
28800,12950,15850,19,female,18-24
24050,10300,13750,31,male,25-39
25900,10600,15300,34,male,25-39
133250,53800,79450,22,male,18-24
24100,8750,15350,35,Female,25-39
32900,18250,14650,19,female,18-24
13500,9400,4100,18,male,18-24
30050,15850,14200,18,female,18-24
10200,8300,1900,19,male,18-24
41550,16150,25400,18,female,18-24
40050,8500,31550,18,female,18-24
50750,21750,29000,18,female,18-24
112050,34600,77450,22,male,18-24
31700,16500,15200,19,female,18-24
51350,24450,26900,22,female,18-24
122400,37350,85050,21,male,18-24
20850,11450,9400,35,Female,25-39
25750,10150,15600,26,female,25-39
8050,8050,0,19,male,18-24
9700,8250,1450,19,male,18-24
16950,10400,6550,27,male,25-39
10300,8000,2300,19,male,18-24
129400,39000,90400,22,male,18-24
24600,11700,12900,32,male,25-39
27200,10050,17150,37,Female,25-39
11600,5650,5950,19,male,18-24
19600,14250,5350,33,Female,25-39
37800,12500,25300,18,female,18-24
115200,39600,75600,21,male,18-24
21350,12400,8950,37,Female,25-39
23450,15100,8350,19,female,18-24
32300,15500,16800,18,female,18-24
23250,11400,11850,29,FEMALE,25-39
53750,13600,40150,18,female,18-24
16900,14450,2450,29,male,25-39
12400,8650,3750,20,male,18-24
10900,8800,2100,20,male,18-24
42600,18200,24400,18,female,18-24
47250,17250,30000,24,female,18-24
10000,7650,2350,19,male,18-24
12150,8350,3800,20,male,18-24
18900,10050,8850,36,Female,25-39
8150,8400,-250,19,male,18-24
7850,8900,-1050,18,male,18-24
9300,8300,1000,20,male,18-24
11650,7700,3950,18,male,18-24
43700,17600,26100,18,female,18-24
39250,17850,21400,18,female,18-24
119150,49550,69600,21,male,18-24
18450,14100,4350,30,FEMALE,25-39
6800,6700,100,18,male,18-24
23350,12650,10700,34,male,25-39
20000,11650,8350,32,Female,25-39
32650,12800,19850,18,female,18-24
10650,10600,50,19,male,18-24
12100,7100,5000,20,male,18-24
15600,18500,-2900,19,female,18-24
11150,8600,2550,18,male,18-24
24750,11650,13100,30,male,25-39
6450,7350,-900,19,male,18-24
36800,13750,23050,19,female,18-24
25750,12500,13250,35,male,25-39
8950,8850,100,18,male,18-24
18000,15300,2700,36,Female,25-39
10550,8650,1900,18,male,18-24
17050,9900,7150,35,Female,25-39
21800,10750,11050,28,FEMALE,25-39
38750,14050,24700,18,female,18-24
16500,11350,5150,27,female,25-39
9500,8300,1200,18,male,18-24
23100,11600,11500,36,male,25-39
8550,8650,-100,20,male,18-24
127050,36850,90200,21,male,18-24
7950,8800,-850,18,male,18-24
42550,13700,28850,19,female,18-24
20050,13100,6950,31,Female,25-39
40300,10300,30000,18,female,18-24
11300,10550,750,20,male,18-24
21850,10400,11450,33,male,25-39
24600,9600,15000,32,male,25-39
19700,9800,9900,30,FEMALE,25-39
18600,11950,6650,25,male,25-39
10700,7400,3300,20,male,18-24
12250,8950,3300,20,male,18-24
45500,18950,26550,19,female,18-24
20550,13750,6800,25,female,25-39
19950,10350,9600,39,male,25-39
35250,11050,24200,18,female,18-24
19800,15950,3850,31,Female,25-39
27000,15650,11350,19,female,18-24
8400,7250,1150,20,male,18-24
29600,10500,19100,30,FEMALE,25-39
10050,7400,2650,19,male,18-24
6250,7550,-1300,19,male,18-24
54500,17000,37500,18,female,18-24
42700,15350,27350,19,female,18-24
47150,23450,23700,24,female,18-24
23100,10250,12850,37,male,25-39
49950,12000,37950,22,female,18-24
7950,7700,250,20,male,18-24
10000,6650,3350,19,male,18-24
19150,13950,5200,31,Female,25-39
14650,10400,4250,30,male,25-39
12800,9250,3550,18,male,18-24
29400,16300,13100,18,female,18-24
9350,6700,2650,19,male,18-24
26000,12800,13200,32,male,25-39
13050,12000,1050,31,Female,25-39
10000,8900,1100,19,male,18-24
39750,12150,27600,19,female,18-24
13450,8650,4800,18,male,18-24
30050,19500,10550,20,female,18-24
39700,21100,18600,18,female,18-24
22150,9750,12400,29,male,25-39
6750,7950,-1200,19,male,18-24
11700,7300,4400,18,male,18-24
8100,9200,-1100,18,male,18-24
9500,7200,2300,19,male,18-24
14950,15000,-50,31,Female,25-39
118500,33550,84950,21,male,18-24
14950,12700,2250,27,male,25-39
8950,7400,1550,20,male,18-24
5750,6800,-1050,20,male,18-24
7550,8550,-1000,19,male,18-24
9950,8450,1500,20,male,18-24
19200,14950,4250,28,female,25-39
9000,8200,800,19,male,18-24
11750,7750,4000,19,male,18-24
9100,7450,1650,18,male,18-24
17100,11800,5300,30,male,25-39
10350,8200,2150,18,male,18-24
10150,7650,2500,18,male,18-24
17950,13250,4700,34,male,25-39
9700,8350,1350,19,male,18-24
9800,7300,2500,19,male,18-24
33750,13650,20100,19,female,18-24
10950,12400,-1450,28,female,25-39
21650,14050,7600,33,Female,25-39
25200,9450,15750,29,FEMALE,25-39
13500,10900,2600,18,male,18-24
12450,8100,4350,18,male,18-24
12400,8100,4300,18,male,18-24
7050,6350,700,19,male,18-24
44200,24150,20050,23,female,18-24
12650,7850,4800,20,male,18-24
37250,10150,27100,19,female,18-24
10400,9250,1150,20,male,18-24
24950,12500,12450,38,Female,25-39
20350,12950,7400,29,male,25-39
11700,6400,5300,18,male,18-24
74500,23700,50800,24,female,18-24
9600,6450,3150,18,male,18-24
10900,9400,1500,19,male,18-24
14750,11950,2800,33,male,25-39
46500,20350,26150,22,female,18-24
19400,9150,10250,28,female,25-39
51800,14800,37000,18,female,18-24
40450,12400,28050,18,female,18-24
35300,11050,24250,20,female,18-24
11300,7250,4050,18,male,18-24
17250,16000,1250,38,Female,25-39
40150,12150,28000,18,female,18-24
46950,14500,32450,19,female,18-24
22850,14400,8450,27,male,25-39
10600,7800,2800,19,male,18-24
11150,11750,-600,41,female,40+
47800,21700,26100,18,female,18-24
11850,8400,3450,18,male,18-24
12950,8550,4400,20,male,18-24
45350,15950,29400,18,female,18-24
12600,8400,4200,19,male,18-24
19600,15000,4600,30,FEMALE,25-39
18000,13300,4700,30,male,25-39
39050,9800,29250,18,female,18-24
120150,39600,80550,21,male,18-24
13500,7800,5700,27,female,25-39
16750,10250,6500,32,Female,25-39
42700,17800,24900,21,female,18-24
21700,11550,10150,31,male,25-39
19050,11150,7900,38,Female,25-39
36900,21850,15050,18,female,18-24
109700,38850,70850,21,male,18-24
38500,19750,18750,18,female,18-24
11700,8850,2850,27,female,25-39
41000,13600,27400,19,female,18-24
17950,12750,5200,31,Female,25-39
24800,13500,11300,37,Female,25-39
9450,10200,-750,18,male,18-24
24450,10800,13650,35,Female,25-39
9150,9450,-300,19,male,18-24
20850,12000,8850,37,Female,25-39
46350,16300,30050,18,female,18-24
18200,12500,5700,33,male,25-39
37500,15450,22050,19,female,18-24
9150,6150,3000,18,male,18-24
10100,6200,3900,19,male,18-24
9850,7750,2100,18,male,18-24
6500,8750,-2250,19,male,18-24
8100,7550,550,18,male,18-24
36550,15150,21400,19,female,18-24
25400,13300,12100,35,Female,25-39
8550,9400,-850,18,male,18-24
44100,20100,24000,18,female,18-24
24300,10400,13900,30,FEMALE,25-39
8900,8100,800,18,male,18-24
47400,20400,27000,24,female,18-24
49950,21100,28850,21,female,18-24
21400,11900,9500,35,male,25-39
44700,14850,29850,18,female,18-24
30250,17100,13150,19,female,18-24
115600,37700,77900,21,male,18-24
39200,15500,23700,18,female,18-24
19900,10450,9450,29,male,25-39
9400,6300,3100,20,male,18-24
18800,12750,6050,37,Female,25-39
20850,12450,8400,26,male,25-39
10600,9900,700,19,male,18-24
22200,9500,12700,27,female,25-39
7900,7950,-50,19,male,18-24
21000,9950,11050,30,FEMALE,25-39
12150,10550,1600,20,male,18-24
41250,11800,29450,21,female,18-24
43350,18650,24700,24,female,18-24
54550,17600,36950,21,female,18-24
