name,contry_origin,domain,price_category,founded,presence_world,presence_russia,presence_regions
Фармленд,Россия,Аптека,Ниже среднего; Средний,1997.0,1400.0,1400,Альметьевск; Белебей; Благовещенск; Ижевск; Казань; Магнитогорск; Нижнекамск; Оренбург; Тюмень; Уфа
Фасоль,Россия,Продукты питания,Средний,2012.0,,220 и 1500 франчайзинговых,
Феликс,Россия,Мебель,Средний,1991.0,,50,Москва; Санкт-Петербург
Фермер,Россия,Продукты питания,Ниже среднего,2010.0,,1 и 10 франчайзинговых,Москва; Барнаул; Краснодар; Ростов-на-Дону; Севастополь; Сосновый Бор; Уфа
Фермерская Лавка Ближние Горки,Россия,Продукты питания,Средний,1988.0,,11,Москва; Домодедово; Одинцово; Щербинка
Фетта-Пицца,Россия,"Кафе, ресторан",Средний,2003.0,,4,Калуга
Фиалка,Россия,Аптека,Средний,1993.0,29.0,29,Санкт-Петербург
Фиалка,Россия,Продукты питания,Средний,1997.0,,8,Златоуст
Филя,Россия,Зоотовары и услуги,Средний,2004.0,,19,Санкт-Петербург
Финам Банк,Россия,"Банк, кредит, заем",Средний,1994.0,48.0,48,Москва; Санкт-Петербург; Белгород; Брянск; Владивосток; Владимир; Волгоград; Вологда; Екатеринбург; Ижевск; Иркутск; Казань; Калининград; Краснодар; Красноярск; Липецк; Магнитогорск; Набережные Челны; Нижневартовск; Нижнекамск; Нижний Новгород; Новосибирск; Омск; Оренбург; Пенза; Пермь; Пятигорск; Ростов-на-Дону; Рязань; Самара; Саранск; Саратов; Сургут; Тольятти; Томск; Тула; Тюмень; Ульяновск; Уфа; Чебоксары; Челябинск; Ярославль
Финсервис,Россия,"Банк, кредит, заем",Средний,2006.0,,2,Москва; Рязань
ФинТерра,Россия,"Банк, кредит, заем",Средний; Выше среднего; Люкс / Премиум,2010.0,,54,
Фирма СВ-Плюс,Россия,Продукты питания,Средний,1999.0,,51,Москва; Бронницы; Владимир; Дмитров; Домодедово; Иваново; Кашира; Клин; Ковров; Коломна; Королев; Люберцы; Новомосковск; Ногинск; Одинцово; Орехово-Зуево; Подольск; Раменское; Реутов; Ступино; Тула; Чехов
Флагман,Россия,Ремонт и строительство,Средний,1999.0,,14,Балаково; Пенза; Саратов; Энгельс
Флинт,Россия,Сувениры и Подарки,Средний,,,33,Димитровград; Жигулевск; Пенза; Самара; Сызрань; Тольятти
Флория,Россия,Аптека,Средний,1996.0,52.0,52,Москва; Люберцы; Мытищи; Одинцово; Подольск; Пушкино; Химки
ФОН,Россия,Продукты питания,Средний,2015.0,,14,Воткинск
Фонбет,Россия,Развлечения,Средний,1994.0,,1450,Москва; Санкт-Петербург; Абакан; Алушта; Альметьевск; Анапа; Арзамас; Армавир; Архангельск; Астрахань; Балаково; Балашиха; Барнаул; Белгород; Березники; Благовещенск; Брянск; Видное; Владивосток; Владикавказ; Владимир; Волгоград; Волгодонск; Волжский; Воркута; Воронеж; Воскресенск; Геленджик; Глазов; Дербент; Дзержинск; Дзержинский; Димитровград; Дмитров; Долгопрудный; Домодедово; Евпатория; Егорьевск; Ейск; Екатеринбург; Елабуга; Елец; Ессентуки; Железногорск; Железнодорожный; Жуковский; Звенигород; Златоуст; Иваново; Ижевск; Йошкар-Ола; Казань; Калининград; Каменск-Уральский; Кемерово; Керчь ; Киров; Кисловодск; Клин; Когалым; Коломна; Комсомольск-на-Амуре; Копейск; Королев; Кострома; Красногорск; Краснодар; Красноярск; Кстово; Курган; Курск; Лангепас; Липецк; Лобня; Люберцы; Магнитогорск; Майкоп; Махачкала; Миасс; Минеральные Воды; Мурманск; Мытищи; Набережные Челны; Нальчик; Наро-Фоминск; Невинномысск; Нефтекамск; Нефтеюганск; Нижнекамск; Нижний Новгород; Нижний Тагил; Новокузнецк; Новокуйбышевск; Новомосковск; Новороссийск; Новосибирск; Новочеркасск; Новый Уренгой; Ногинск; Норильск; Ноябрьск; Одинцово; Октябрьский; Омск; Орел; Оренбург; Орехово-Зуево; Орск; Павловский Посад; Пенза; Пермь; Петрозаводск; Подольск; Прокопьевск; Псков; Пушкино; Пятигорск; Раменское; Реутов; Ростов-на-Дону; Самара; Саранск; Саратов; Севастополь; Северодвинск; Сергиев Посад; Серпухов; Симферополь ; Смоленск; Солнечногорск; Сосновый Бор; Сочи; Ставрополь; Старый Оскол; Стерлитамак; Ступино; Сургут; Сыктывкар; Тверь; Темрюк; Тобольск; Тольятти; Томск; Туапсе; Тула; Тюмень; Улан-Удэ; Ульяновск; Уссурийск; Уфа; Хабаровск; Хасавюрт; Химки; Челябинск; Черкесск; Чехов; Чита; Шахты; Щелково; Щербинка
ФОРА-БАНК,Россия,"Банк, кредит, заем",Средний,1992.0,100.0,100,Москва; Санкт-Петербург; Армавир; Иваново; Калуга; Коломна; Липецк; Наро-Фоминск; Нижний Новгород; Обнинск; Орехово-Зуево; Пермь; Подольск; Реутов; Ростов-на-Дону; Рыбинск; Саранск; Сочи; Ставрополь; Тамбов; Тверь; Тула; Ярославль
Форма,Россия,Красота,Средний,2003.0,,5,Воронеж
Формула волос,Россия,Красота,Люкс / Премиум,2011.0,,9,Москва
Формула дивана,Россия,Мебель,Средний,2003.0,,238,Москва; Санкт-Петербург; Анапа; Ангарск; Архангельск; Астрахань; Бийск; Благовещенск; Великий Новгород; Владивосток; Владикавказ; Владимир; Волгоград; Волжский; Вологда; Воронеж; Дзержинск; Екатеринбург; Златоуст; Иваново; Ижевск; Иркутск; Йошкар-Ола; Казань; Калининград; Калуга; Каменск-Уральский; Кемерово; Киров; Кострома; Краснодар; Красноярск; Курган; Липецк; Магнитогорск; Миасс; Мурманск; Набережные Челны; Находка; Невинномысск; Нижнекамск; Нижний Новгород; Новокузнецк; Новороссийск; Новосибирск; Новый Уренгой; Омск; Оренбург; Орск; Пенза; Пермь; Петрозаводск; Ростов-на-Дону; Рязань; Самара; Саратов; Саров; Севастополь; Северодвинск; Северск; Симферополь ; Смоленск; Сочи; Ставрополь; Сургут; Тамбов; Тверь; Тольятти; Томск; Тула; Тюмень; Ульяновск; Уфа; Хабаровск; Чебоксары; Челябинск; Череповец; Чита; Энгельс; Южно-Сахалинск; Ярославль
Фортуна,Россия,Парфюмерия и Косметика,Средний,1996.0,,193,Воронеж; Дзержинск; Димитровград; Нижний Новгород; Пенза; Рязань; Саратов; Сызрань; Тамбов; Ульяновск; Энгельс
Фото Легко!,Россия,Услуги населению,Средний,2017.0,,,
Фотосеть Сивма,Россия,Услуги населению,Средний,1995.0,,16,Воронеж; Курск; Липецк; Орел; Россошь
Фотосфера,Россия,Услуги населению,Средний,1995.0,15.0,15,Москва; Владимир; Новокузнецк; Тверь
Фран,Россия,Мебель,Средний,,98.0,71,
Франзолька,Россия,Продукты питания,Ниже среднего,,,4,Батайск
Фреш 25,Россия,Продукты питания,Ниже среднего; Средний,2003.0,,48,Артем; Владивосток; Находка; Уссурийск
ФрешФрост,Россия,Продукты питания,Средний,2019.0,,2,Москва
Фруктовая лавка,Россия,Продукты питания,Люкс / Премиум,2011.0,,9,Москва; Санкт-Петербург
Фундук,Россия,Сладости и Шоколад,Выше среднего,2014.0,2.0,2 и 3 франчайзинговых,Симферополь 
Футбольная школа Рабона,Россия,Товары и услуги для детей,Средний,2016.0,,6,Тверь
ФЭМИЛИФЭСТ,Россия,Одежда,Дисконт,2005.0,96.0,96,Абакан; Ангарск; Ачинск; Барнаул; Бийск; Железногорск; Зеленогорск; Иркутск; Кемерово; Красноярск; Ленинск-Кузнецкий; Лесосибирск; Новосибирск; Рубцовск; Северск; Томск; Улан-Удэ
Х.О.,Россия,Одежда,Средний; Выше среднего; Люкс / Премиум,2003.0,26.0,26,Москва; Санкт-Петербург; Краснодар; Нижний Новгород; Новокузнецк; Уфа
Хадыжи плюс,Россия,Вино и алкогольные напитки,Средний,1960.0,,43,Краснодар; Майкоп
Халяль Маркет,Россия,Продукты питания,Средний,2010.0,4.0,4,Москва; Рязань
Хамовники,Россия,"Кафе, ресторан",Средний,,5.0,5,Новосибирск
Харакири,Россия,Услуги населению,Средний,2003.0,5.0,5 и 1 франчайзинговых,Барнаул; Екатеринбург; Нижний Тагил; Новосибирск; Пенза
Хачапури тётушки Марико,Грузия,"Кафе, ресторан",Средний,2014.0,4.0,4 и 2 франчайзинговых,Краснодар; Нижний Новгород; Самара; Якутск
Хеликс,Россия,"Здоровье, лечение, профилактика",Средний,1998.0,,17 и 350 франчайзинговых,Москва; Санкт-Петербург; Абакан; Алушта; Архангельск; Балашиха; Барнаул; Белгород; Боровичи; Брянск; Великие Луки; Великий Новгород; Владикавказ; Владимир; Волгоград; Волхов; Воронеж; Всеволожск; Гатчина; Грозный; Дербент; Евпатория; Екатеринбург; Железногорск; Звенигород; Иваново; Иркутск; Калининград; Камышин; Каспийск; Колпино; Королев; Красногорск; Краснодар; Курск; Ленинск-Кузнецкий; Липецк; Махачкала; Мурманск; Мытищи; Назрань; Нальчик; Невинномысск; Нижневартовск; Нижний Новгород; Нижний Тагил; Новомосковск; Новороссийск; Новосибирск; Норильск; Омск; Орел; Оренбург; Пенза; Петрозаводск; Подольск; Псков; Пятигорск; Рязань; Саранск; Саратов; Севастополь; Сергиев Посад; Серов; Симферополь ; Смоленск; Ставрополь; Стерлитамак; Сургут; Тамбов; Тверь; Тольятти; Томск; Тула; Тюмень; Ульяновск; Уфа; Ухта; Хабаровск; Химки; Чебоксары; Челябинск; Черкесск; Ялта
Хижина,Россия,"Кафе, ресторан",Средний,1999.0,5.0,5,Москва; Балашиха; Одинцово
Хитэк,Россия,Парфюмерия и Косметика,Средний,2005.0,9.0,9,Санкт-Петербург; Кемерово; Новосибирск; Томск
Хищник,Россия,Хобби и увлечения,Дисконт; Ниже среднего; Средний; Выше среднего,,,11,Астрахань; Волгоград; Волжский; Ростов-на-Дону; Саратов; Шахты
Хлеб и Вино,Россия,"Кафе, ресторан",Средний,2016.0,5.0,5 и 1 франчайзинговых,Москва; Казань
Хлеб из тандыра,Россия,"Кафе, ресторан",Средний,1985.0,1.0,75 и 40 франчайзинговых,Барнаул; Белгород; Благовещенск; Владивосток; Владикавказ; Казань; Кемерово; Киров; Красногорск; Краснодар; Курск; Новосибирск; Оренбург; Пенза; Ростов-на-Дону; Ставрополь; Уссурийск; Уфа; Челябинск
Хлеб Насущный,,"Кафе, ресторан",Средний,2007.0,,18 и 9 франчайзинговых,Москва
Хлебная столица,Россия,Продукты питания,Средний,1994.0,,25,Искитим; Новосибирск
Хлебница,Россия,Продукты питания,Средний,2014.0,15.0,15,Санкт-Петербург; Барнаул; Брянск; Волгоград; Вологда; Воронеж; Екатеринбург; Иваново; Ижевск; Йошкар-Ола; Кемерово; Киров; Краснодар; Красноярск; Липецк; Нижний Новгород; Новосибирск; Оренбург; Пенза; Пермь; Ростов-на-Дону; Самара; Саратов; Смоленск; Тамбов; Тверь; Тольятти; Тула; Ульяновск; Уфа; Чебоксары; Челябинск; Череповец; Ярославль
Хлебничная,Россия,Продукты питания,Средний,2016.0,24.0,24 и 23 франчайзинговых,Асбест; Екатеринбург; Краснодар; Нижний Тагил; Новокузнецк; Первоуральск; Ярославль
Хлебный двор,Россия,"Кафе, ресторан",Средний,2006.0,20.0,20,Москва; Санкт-Петербург; Вологда; Иваново; Коломна; Нижний Новгород; Саранск; Тверь; Тула; Ярославль
Хлебо mania,Россия,"Кафе, ресторан",Средний,2014.0,6.0,1 и 5 франчайзинговых,Барнаул; Новосибирск
ХлебСоль,Россия,Продукты питания,Дисконт,2014.0,,79,Ангарск; Братск; Иркутск; Саянск; Тулун; Усолье-Сибирское
Хмель и солод,Россия,Вино и алкогольные напитки,Средний,2007.0,,1 и 9 франчайзинговых,Москва; Абакан; Барнаул; Красноярск; Липецк; Новосибирск; Томск
Хмельник,Россия,Вино и алкогольные напитки,Средний,2009.0,,90,Белгород; Воронеж; Липецк; Старый Оскол
Хозяин,Россия,Ремонт и строительство,Средний,1994.0,,5,Дзержинск; Нижний Новгород
Хозяйка,Россия,Все для дома,Ниже среднего; Средний,1998.0,,113,Воткинск; Глазов; Ижевск; Нефтекамск; Сарапул; Чайковский
Хозяюшка,Россия,Все для дома,Средний,2016.0,,4,Коломна
Хозяюшка,Россия,Все для дома,Дисконт,2010.0,,4,Воронеж
Холодильник.ру,Россия,Бытовая техника,Ниже среднего; Средний,2003.0,,21,Москва; Санкт-Петербург; Владимир; Волгоград; Воронеж; Екатеринбург; Иваново; Краснодар; Липецк; Новомосковск; Новосибирск; Ростов-на-Дону; Рязань; Самара; Тула
Хомяк,Россия,"Кафе, ресторан",Средний,2011.0,18.0,7 и 11 франчайзинговых,Москва; Санкт-Петербург; Нижний Новгород; Обнинск; Омск; Петропавловск-Камчатский; Сочи; Ставрополь; Ханты-Мансийск
Хорошая связь,Россия,"Сотовые телефоны, электроника, фото",Дисконт,2002.0,,40,Санкт-Петербург; Вологда; Петрозаводск; Смоленск; Сыктывкар; Тула; Ухта; Череповец
Хороший,Россия,Продукты питания,Дисконт,1995.0,,60,Абакан; Ангарск; Ачинск; Железногорск; Красноярск; Лесосибирск; Саянск; Усолье-Сибирское
Хороший,Россия,Продукты питания,Средний,1995.0,,9,Нарьян-Мар
Хостелы Рус,Россия,Услуги населению,Ниже среднего,2012.0,,3 и 150 франчайзинговых,Москва; Санкт-Петербург; Владивосток; Волгоград; Воронеж; Домодедово; Екатеринбург; Иркутск; Кингисепп; Краснодар; Люберцы; Нижний Новгород; Новороссийск; Новосибирск; Ногинск; Норильск; Пермь; Псков; Ростов-на-Дону; Самара; Сергиев Посад; Томск; Уфа; Якутск
Хоум Кредит энд Финанс Банк,Россия,"Банк, кредит, заем",Средний,2002.0,,1400,Москва; Санкт-Петербург; Абакан; Архангельск; Астрахань; Балаково; Барнаул; Белгород; Благовещенск; Братск; Брянск; Великие Луки; Великий Новгород; Владивосток; Владимир; Волгоград; Вологда; Воронеж; Екатеринбург; Златоуст; Иваново; Ижевск; Иркутск; Казань; Калининград; Калуга; Камышин; Кемерово; Киров; Комсомольск-на-Амуре; Копейск; Кострома; Краснодар; Красноярск; Курган; Курск; Липецк; Магадан; Магнитогорск; Мурманск; Нижневартовск; Нижний Новгород; Нижний Тагил; Новокузнецк; Новороссийск; Новосибирск; Норильск; Обнинск; Омск; Орел; Оренбург; Орск; Пенза; Пермь; Петрозаводск; Псков; Пятигорск; Ростов-на-Дону; Рыбинск; Рязань; Самара; Саранск; Саратов; Смоленск; Сочи; Старый Оскол; Сургут; Сыктывкар; Тамбов; Тверь; Тольятти; Томск; Тула; Тюмень; Улан-Удэ; Ульяновск; Уфа; Ухта; Хабаровск; Чебоксары; Челябинск; Чита; Южно-Сахалинск; Якутск; Ярославль
Хочу Пури,Россия,"Кафе, ресторан",Средний,,1.0,1 и 4 франчайзинговых,Екатеринбург; Иркутск; Новосибирск
Хронограф,Россия,Аксессуары,Выше среднего,1994.0,20.0,20,Москва; Санкт-Петербург; Брянск; Красноярск
ХЦ,Россия,Одежда,Средний,1992.0,,25,Москва; Санкт-Петербург
ХЦ,Россия,Продукты питания,Средний,1998.0,4.0,4,Москва
Царский стол,Россия,Продукты питания,Средний,2007.0,,30,Красноярск
Царь Картошка,Россия,"Кафе, ресторан",Средний,2007.0,,3 и 12 франчайзинговых,Домодедово; Екатеринбург; Златоуст; Магнитогорск; Миасс; Самара; Уфа; Челябинск
Царь-Печи,Россия,Все для дома,Средний; Выше среднего,2007.0,109.0,107,Москва; Санкт-Петербург; Александров; Архангельск; Белгород; Брянск; Великий Новгород; Владивосток; Владимир; Волгодонск; Вологда; Волоколамск; Дмитров; Екатеринбург; Иваново; Ижевск; Иркутск; Калининград; Калуга; Кемерово; Кострома; Липецк; Магадан; Мурманск; Мытищи; Набережные Челны; Находка; Нефтекамск; Нижневартовск; Ногинск; Орел; Орехово-Зуево; Пенза; Пермь; Псков; Раменское; Рязань; Северодвинск; Смоленск; Сургут; Сыктывкар; Тольятти; Томск; Улан-Удэ; Ухта; Чебоксары; Челябинск; Шатура; Южно-Сахалинск; Ярославль
Цвет диванов,Россия,Мебель,Средний,,180.0,180,Москва; Санкт-Петербург; Александров; Альметьевск; Балашиха; Владимир; Воскресенск; Гусь-Хрустальный; Дзержинск; Дзержинский; Дмитров; Домодедово; Дубна; Егорьевск; Жуковский; Зеленоград; Иваново; Истра; Казань; Калуга; Клин; Ковров; Королев; Кострома; Красногорск; Лобня; Люберцы; Можайск; Муром; Мытищи; Набережные Челны; Наро-Фоминск; Нижнекамск; Новомосковск; Ногинск; Обнинск; Одинцово; Орехово-Зуево; Павловский Посад; Переславль-Залесский; Подольск; Пушкино; Раменское; Реутов; Рыбинск; Рязань; Сергиев Посад; Серпухов; Смоленск; Солнечногорск; Ступино; Тверь; Тула; Химки; Чехов; Шатура; Щелково; Электрогорск; Электросталь; Ярославль
Цветов.ру,Россия,Цветы и растения,Средний,2013.0,3.0,3 и 7 франчайзинговых,Владимир; Казань; Нефтекамск; Тюмень
Цветовик,Россия,Цветы и растения,Ниже среднего,2010.0,,127,Москва; Санкт-Петербург; Балашиха; Дзержинский; Красногорск; Люберцы; Мытищи; Одинцово; Реутов; Троицк; Химки
Цветоптторг,Россия,Цветы и растения,Средний,1993.0,,47 и 13 франчайзинговых,Санкт-Петербург
Цветочный ряд,Россия,Цветы и растения,Дисконт; Ниже среднего,2012.0,,55 и 25 франчайзинговых,Москва
Центр Качества,Россия,Услуги населению,Средний,2008.0,,4 и 30 франчайзинговых,
Центр мебели,Россия,Мебель,Ниже среднего; Средний,1993.0,,6,Балашиха; Ногинск; Пушкино; Электросталь
Центр обработки платежей,Россия,Вендинг,Дисконт; Ниже среднего; Средний,,,90,Люберцы; Раменское
Центр Франчайзинга,Россия,Услуги для бизнеса (b2b),Средний; Выше среднего,1997.0,,1 и 1 франчайзинговых,Альметьевск; Архангельск; Ачинск; Белорецк; Березники; Владикавказ; Волгоград; Воткинск; Глазов; Екатеринбург; Железногорск; Зеленогорск; Ижевск; Искитим; Казань; Каменск-Уральский; Киров; Краснодар; Красноярск; Кумертау; Лесосибирск; Набережные Челны; Нефтекамск; Нижнекамск; Нижний Тагил; Новосибирск; Норильск; Октябрьский; Омск; Первоуральск; Пермь; Салават; Сарапул; Северодвинск; Северск; Стерлитамак; Тобольск; Томск; Тюмень; Уфа; Чайковский
ЦентроКредит,Россия,"Банк, кредит, заем",Средний,1989.0,16.0,16,Москва
Центрофинанс,Россия,"Банк, кредит, заем",Средний,,,709,
Центрторг,Россия,Продукты питания,Средний,2003.0,,53,Воронеж
ЦЕХ85,Россия,Продукты питания,Средний,2016.0,73.0,73 и 5 франчайзинговых,Санкт-Петербург
Цимус,Россия,Парфюмерия и Косметика,Средний,1999.0,,122,Барнаул; Бийск; Искитим; Кемерово; Киселевск; Ленинск-Кузнецкий; Междуреченск; Новокузнецк; Новосибирск; Прокопьевск; Томск
Циркуль,Россия,Книги и печатные издания,Средний,2017.0,20.0,20,Альметьевск; Казань; Набережные Челны; Нижнекамск; Пермь; Соликамск
Цирюльник,Россия,Парфюмерия и Косметика,Ниже среднего; Средний; Выше среднего,2012.0,,4,Волгодонск; Краснодар; Майкоп; Новочеркасск
ЦирюльникЪ,Россия,Красота,Дисконт,2009.0,,21 и 424 франчайзинговых,Москва; Санкт-Петербург; Абакан; Азов; Армавир; Балашиха; Батайск; Белгород; Владивосток; Владимир; Волгоград; Волжский; Вологда; Воронеж; Дзержинский; Долгопрудный; Екатеринбург; Железнодорожный; Жуковский; Иваново; Ижевск; Иркутск; Калининград; Калуга; Кемерово; Киров; Коломна; Королев; Котельники; Красногорск; Краснодар; Красноярск; Лобня; Люберцы; Майкоп; Можайск; Мытищи; Наро-Фоминск; Нижний Новгород; Новороссийск; Новосибирск; Новочеркасск; Новошахтинск; Обнинск; Одинцово; Павловский Посад; Пенза; Пермь; Петропавловск-Камчатский; Подольск; Пушкино; Пятигорск; Раменское; Ростов-на-Дону; Самара; Саратов; Северодвинск; Сергиев Посад; Серпухов; Симферополь ; Смоленск; Солнечногорск; Сочи; Таганрог; Тамбов; Тверь; Томск; Троицк; Тула; Тюмень; Улан-Удэ; Ухта; Фрязино; Химки; Чебоксары; Челябинск; Чехов; Чита; Шахты; Щербинка; Ярославль
Циферблат,Россия,"Кафе, ресторан",Средний,2011.0,16.0,5 и 4 франчайзинговых,Москва; Санкт-Петербург; Казань; Нижний Новгород; Ростов-на-Дону
Цыплята по-английски,Англия,"Кафе, ресторан",Средний,2000.0,700.0,42,Березники; Воткинск; Глазов; Пермь; Чайковский; Челябинск
Чаинка,Россия,"Чай, кофе, аксессуары",Выше среднего; Люкс / Премиум,2009.0,,12,Саратов; Энгельс
Чайбург,,"Чай, кофе, аксессуары",Средний; Выше среднего,2012.0,,19 и 8 франчайзинговых,Москва; Санкт-Петербург; Ангарск; Воскресенск; Краснодар; Саратов; Тула; Уфа
Чайлэнд,Россия,Развлечения,Средний,2002.0,15.0,15,Москва; Воронеж; Липецк; Люберцы; Мытищи; Обнинск; Саратов; Старый Оскол; Сыктывкар; Тула
Чайникофф,Россия,"Кафе, ресторан",Средний,2003.0,16.0,16 и 4 франчайзинговых,Москва; Санкт-Петербург; Тюмень
Чайхона №1,Россия,"Кафе, ресторан",Средний,2000.0,,17 и 35 франчайзинговых,Москва; Сочи
Чакона,Россия,Книги и печатные издания,Средний,1994.0,34.0,34,Жигулевск; Новокуйбышевск; Самара; Сызрань; Тольятти
Чарли,Россия,Развлечения,Средний,,,5,Ростов-на-Дону; Старый Оскол; Таганрог; Черкесск
Чашка кофе,Россия,"Кафе, ресторан",Средний,,13.0,13,Новосибирск
Чебаркульская птица,Россия,Продукты питания,Средний,1972.0,,140 и 139 франчайзинговых,Белорецк; Благовещенск; Екатеринбург; Златоуст; Ишим; Копейск; Кумертау; Магнитогорск; Миасс; Нефтекамск; Нижний Тагил; Октябрьский; Салават; Стерлитамак; Тобольск; Троицк; Троицк; Тюмень; Уфа; Челябинск; Шадринск
ЧебурекМи,Россия,"Кафе, ресторан",Средний,2019.0,37.0,3 и 83 франчайзинговых,Новосибирск
Чебуречная СССР,Россия,"Кафе, ресторан",Средний,,,5,Москва
Челны - Хлеб,Россия,Продукты питания,Средний,1999.0,53.0,53,Набережные Челны
Чемпион,Россия,Спорт,Средний,1994.0,,25,Казань; Красноярск; Набережные Челны; Нефтекамск; Новокузнецк; Новосибирск; Омск; Оренбург; Салават; Самара; Стерлитамак; Тольятти; Тюмень; Уфа; Челябинск
Четыре глаза,Россия,Хобби и увлечения,Средний,2007.0,17.0,17 и 73 франчайзинговых,Москва; Санкт-Петербург; Ангарск; Архангельск; Астрахань; Барнаул; Белгород; Благовещенск; Великий Новгород; Владивосток; Волгоград; Волжский; Вологда; Воронеж; Екатеринбург; Жуковский; Зеленоград; Ижевск; Иркутск; Казань; Калининград; Кемерово; Киров; Коломна; Комсомольск-на-Амуре; Краснодар; Красноярск; Курган; Липецк; Люберцы; Мурманск; Набережные Челны; Нижний Новгород; Нижний Тагил; Новокузнецк; Новороссийск; Новосибирск; Омск; Пенза; Пермь; Петрозаводск; Петропавловск-Камчатский; Псков; Пятигорск; Ростов-на-Дону; Самара; Саранск; Саратов; Севастополь; Симферополь ; Смоленск; Сочи; Ставрополь; Старый Оскол; Сургут; Тамбов; Тверь; Тольятти; Тюмень; Ульяновск; Уфа; Хабаровск; Чебоксары; Челябинск; Чита; Южно-Сахалинск; Ярославль
Четыре лапы,Россия,Зоотовары и услуги,Средний,1992.0,200.0,200,Москва; Балашиха; Видное; Владимир; Волгоград; Воронеж; Воскресенск; Дзержинский; Дмитров; Долгопрудный; Дубна; Егорьевск; Жуковский; Зеленоград; Иваново; Калуга; Клин; Коломна; Королев; Кострома; Липецк; Лобня; Луховицы; Люберцы; Мытищи; Нижний Новгород; Новомосковск; Ногинск; Обнинск; Одинцово; Орехово-Зуево; Павловский Посад; Подольск; Пушкино; Раменское; Реутов; Рязань; Сергиев Посад; Серпухов; Солнечногорск; Ступино; Тверь; Тула; Химки; Щелково; Щербинка; Электросталь; Ярославль
Чёрная Кость,Россия,Красота,Средний,,3.0,3 и 22 франчайзинговых,Москва; Балашиха; Видное; Долгопрудный; Королев; Красногорск; Мытищи; Химки
Чижик,Россия,Продукты питания,Дисконт,2020.0,,2,Москва; Балашиха
Чикен Пицца,Россия,"Кафе, ресторан",Средний,2008.0,13.0,13,Брянск; Калуга; Киров; Клинцы; Курск; Орел; Смоленск
Чио Чио,Япония,Красота,Дисконт; Ниже среднего,2017.0,1.0,1 и 1 франчайзинговых,Москва; Казань
Чип и Дип,Россия,"Компьютеры, комплектующие, аксессуары",Средний,1995.0,55.0,52,Москва; Санкт-Петербург; Барнаул; Волгоград; Вологда; Воронеж; Екатеринбург; Иваново; Ижевск; Казань; Калуга; Кемерово; Киров; Кострома; Краснодар; Красноярск; Курган; Курск; Липецк; Набережные Челны; Нижний Новгород; Новосибирск; Омск; Орел; Пермь; Псков; Ростов-на-Дону; Рязань; Самара; Саранск; Саратов; Смоленск; Ставрополь; Тверь; Томск; Тула; Тюмень; Уфа; Чебоксары; Челябинск; Ярославль
ЧистоFF,Россия,Услуги населению,Средний,2003.0,,14 и 10 франчайзинговых,Москва; Санкт-Петербург; Иваново; Ижевск; Иркутск; Казань; Новосибирск; Томск; Улан-Удэ; Уфа
Чистый дом,Россия,Парфюмерия и Косметика,Средний,1999.0,,110,Азов; Алушта; Евпатория; Керчь ; Новошахтинск; Ростов-на-Дону; Севастополь; Симферополь ; Ялта
Читай-город,Россия,Книги и печатные издания,Средний,2000.0,,71,Москва; Белгород; Брянск; Волгоград; Воронеж; Екатеринбург; Иваново; Ижевск; Калуга; Краснодар; Красноярск; Курск; Липецк; Магнитогорск; Набережные Челны; Нижний Новгород; Нижний Тагил; Новосибирск; Октябрьский; Омск; Оренбург; Орск; Пенза; Пермь; Реутов; Самара; Саратов; Ставрополь; Томск; Тюмень; Уфа; Челябинск
Чуб-Чик,Россия,Товары и услуги для детей,Средний,2009.0,3.0,3 и 1 франчайзинговых,Белгород; Курск; Томск
Чудо-Юдо,Россия,Товары и услуги для детей,Средний,2010.0,10.0,10,Бузулук; Оренбург; Уфа
Чудодей,Россия,Парфюмерия и Косметика,Средний,2004.0,,17,Артем; Владивосток; Находка; Уссурийск
ЧУЧВАРА,Россия,"Кафе, ресторан",Средний,1997.0,,2 и 2 франчайзинговых,Нижневартовск; Новосибирск; Самара
Шаверма по-Питерски,Россия,"Кафе, ресторан",Средний,2012.0,5.0,5 и 40 франчайзинговых,Нижнекамск; Салават; Уфа
Шагай,Россия,Обувь,Средний,2005.0,,5,Орел
Шагни по новому,Россия,Ремонт и строительство,Средний,,,6,Арзамас; Бор; Дзержинск; Кстово; Нижний Новгород; Саров
Шамса,Россия,Продукты питания,Дисконт; Ниже среднего,1993.0,,26,Петропавловск-Камчатский
Шантимэль,Россия,Сладости и Шоколад,Средний,2002.0,,19,Москва
Шапо,Россия,Аксессуары,Средний,1998.0,,16,Анжеро-Судженск; Кемерово; Ленинск-Кузнецкий; Новосибирск; Прокопьевск; Северск; Томск
Шарпей,Россия,Аксессуары,Средний,2000.0,,19,Санкт-Петербург; Великий Новгород; Вологда; Петрозаводск
Шато де Вэссель,,Все для дома,Люкс / Премиум,,5.0,5,Москва
